kind,lang,source_token,source_query_text,qid,wikidata_label,wikidata_aliases_json,mt_nllb,mt_madlad,mt_salamandra,vote_threshold,sim_nllb_madlad,sim_nllb_salamandra,sim_madlad_salamandra,agree_nllb_madlad,agree_nllb_salamandra,agree_madlad_salamandra,mt_voted,final_text,final_source,processed_at,cos_en_nllb,cos_en_madlad,cos_en_salamandra,gte_winner,lang_nllb,lang_madlad,lang_salamandra,output_token
entity,gl,SV_Babelsberg_03,SV Babelsberg 03,Q571553,,[],SV Babelsberg 03,SV Babelsberg 03,SV Babelsberg 03,0.9,1.0,1.0,1.0,1.0,1.0,1.0,SV Babelsberg 03,SV Babelsberg 03,mt_vote,2026-03-05T13:55:32,,,,,en,en,en,SV_Babelsberg_03
entity,gl,SV_Germania_Schöneiche,SV Germania Schöneiche,Q464413,,[],SV Germania Schöneiche,Xeografía de Alemaña,SV Germania Schöneiche,0.9,0.2381,1.0,0.3333,0.0,1.0,0.0,SV Germania Schöneiche,SV Germania Schöneiche,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,0.5988668203353882,1.0,nllb,de,es,de,SV_Germania_Schöneiche
entity,gl,SV_Werder_Bremen,SV Werder Bremen,Q51976,,[],SV Werder Bremen,SV Werder Bremen,SV Werder Bremen,0.9,1.0,1.0,1.0,1.0,1.0,1.0,SV Werder Bremen,SV Werder Bremen,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,1.0,1.0,nllb,de,de,de,SV_Werder_Bremen
entity,gl,SV_Werder_Bremen_II,SV Werder Bremen II,Q4107588,,[],SV Werder Bremen II,SV Werder Bremen,SV Werder Bremen II,0.9,0.9143,1.0,0.9143,1.0,1.0,1.0,SV Werder Bremen II,SV Werder Bremen II,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,0.9008178114891052,1.0,nllb,de,de,de,SV_Werder_Bremen_II
entity,gl,Saab_9000,Saab 9000,Q169116,,[],Saab 9000,Saab 9000,Saab 9000,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Saab 9000,Saab 9000,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,et,et,et,Saab_9000
entity,gl,Sadique_Abubakar,Sadique Abubakar,Q20675812,,[],Sadique Abubakar,Sadique Abubakar,Sadique Abubakar,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Sadique Abubakar,Sadique Abubakar,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,1.0,1.0,nllb,fr,fr,fr,Sadique_Abubakar
entity,gl,Sago,Sago,Q37279754,,[],Sago,SagoCity in California USA,Sago,0.9,0.2667,1.0,0.2667,0.0,1.0,0.0,Sago,Sago,mt_vote,2026-03-05T13:55:47,,,,,en,en,en,Sago
entity,gl,"Saint_Anne,_Alderney","Saint Anne, Alderney",,,[],"Santa Ana, Alderney","Saint Anne, Alderney","Saint Anne, Alderney",0.9,0.8718,0.8718,1.0,0.0,0.0,1.0,"Saint Anne, Alderney","Saint Anne, Alderney",mt_vote,2026-03-05T13:55:48,,,,,en,en,en,"Saint_Anne,_Alderney"
entity,gl,Saint_Petersburg,Saint Petersburg,Q656,,[],San Petersburgo,San Petersburgorussia_ subjects. kgm,San Petersburgo,0.9,0.5882,1.0,0.5882,0.0,1.0,0.0,San Petersburgo,San Petersburgo,mt_vote,2026-03-05T13:55:50,,,,,en,en,en,San_Petersburgo
entity,gl,"Salem,_Oregon","Salem, Oregon",,,[],"Salem, Oregon",SalemCity in Oregon USA,"Salem, Oregón",0.9,0.0,0.9231,0.0,0.0,1.0,0.0,"Salem, Oregon","Salem, Oregon",mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,,0.9599243998527528,nllb,it,en,es,"Salem,_Oregon"
entity,gl,Salvadoran_Primera_División,Salvadoran Primera División,,,[],Primera División salvadoreña,Primeira división salvadoreña de fútbol,Salvadoran Primeira División,0.9,0.8358,0.5714,0.5075,0.0,0.0,0.0,Salvadoran Primeira División,Salvadoran Primeira División,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9705514907836914,0.9273521900177002,0.9762701392173768,salamandra,gl,gl,gl,Salvadoran_Primeira_División
entity,gl,Sami_languages,Sami languages,,,[],Linguas sami,Linguas sami,Linguas sami,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Linguas sami,Linguas sami,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9142023324966432,0.9142023324966432,0.9142023324966432,nllb,et,et,et,Linguas_sami
entity,gl,Sammy_Price,Sammy Price,Q725312,,[],Sammy Price,Sammy Price,Sammy Price,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Sammy Price,Sammy Price,mt_vote,2026-03-05T13:55:53,,,,,en,en,en,Sammy_Price
entity,gl,Samuda_Brothers,Samuda Brothers,Q1342306,,[],Irmáns Samuda,Samuda Brothers,Samuda Brothers,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Irmáns Samuda,Irmáns Samuda,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.76482093334198,,,nllb,hu,en,en,Irmáns_Samuda
entity,gl,San_Francisco,San Francisco,Q62,,[],San Francisco,San FranciscoCity in California USA,San Francisco,0.9,0.0,1.0,0.0,0.0,1.0,0.0,San Francisco,San Francisco,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,,1.0,nllb,es,en,es,San_Francisco
entity,gl,San_Francisco_Bay_Area,San Francisco Bay Area,Q213205,,[],Área da Baía de San Francisco,Área da baía de San Franciscousa. kgm,San Francisco Bay Area,0.9,0.8788,0.5098,0.5085,0.0,0.0,0.0,San Francisco Bay Area,San Francisco Bay Area,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.8064076900482178,0.7055664658546448,1.0,salamandra,gl,gl,es,San_Francisco_Bay_Area
entity,gl,"San_Marcos,_Texas","San Marcos, Texas",Q79943969,,[],"San Marcos, Texas",San MarcosCity in Texas USA,"San Marcos, Texas",0.9,0.0,1.0,0.0,0.0,1.0,0.0,"San Marcos, Texas","San Marcos, Texas",mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9999999403953552,,0.9999999403953552,nllb,es,en,es,"San_Marcos,_Texas"
entity,gl,San_Sebastián_de_los_Reyes,San Sebastián de los Reyes,Q484717,,[],San Sebastián de los Reyes,San Sebastián de los Reyesspain_ provinces. kgm,San Sebastián de los Reyes,0.9,0.7123,1.0,0.7123,0.0,1.0,0.0,San Sebastián de los Reyes,San Sebastián de los Reyes,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9999999403953552,0.7967060804367065,0.9999999403953552,nllb,es,es,es,San_Sebastián_de_los_Reyes
entity,gl,Sanat_Mes_Kerman_F.C.,Sanat Mes Kerman F.C.,Q1149041,,[],Sanat Mes Kerman F.C.,Sanat Mes Kerman F.C. (en inglés).,Sanat Mes Kerman F.C.,0.9,0.7636,1.0,0.7636,0.0,1.0,0.0,Sanat Mes Kerman F.C.,Sanat Mes Kerman F.C.,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0000001192092896,0.9676882028579712,1.0000001192092896,nllb,de,hu,de,Sanat_Mes_Kerman_F.C.
entity,gl,Sandesh_(confectionery),Sandesh (confectionery),,,[],Sandesh (confeitaria),Sande (homónimos) Sande (homónimos),Sandesh (confitería),0.9,0.4286,0.878,0.4,0.0,0.0,0.0,Sandesh (confitería),Sandesh (confitería),mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9136234521865844,0.5871045589447021,0.9166226387023926,salamandra,de,es,es,Sandesh_(confitería)
entity,gl,"Santa_Monica,_California","Santa Monica, California",Q64169893,,[],"Santa Mónica, California",Santa MonicaCity in California USA,"Santa Mónica, California",0.9,0.0,1.0,0.0,0.0,1.0,0.0,"Santa Mónica, California","Santa Mónica, California",mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.896120548248291,,0.896120548248291,nllb,es,en,es,"Santa_Mónica,_California"
entity,gl,Sapindales,Sapindales,Q26316,,[],Sapindales,Sapindalesstar name,Sapindales,0.9,0.6897,1.0,0.6897,0.0,1.0,0.0,Sapindales,Sapindales,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,0.7636070251464844,1.0,nllb,es,es,es,Sapindales
entity,gl,Sara_Miller_McCune,Sara Miller McCune,Q7421712,,[],Sara Miller McCune,Sara Miller McCune,Sara Miller McCune,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Sara Miller McCune,Sara Miller McCune,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,sv,sv,sv,Sara_Miller_McCune
entity,gl,Sarah_Teale,Sarah Teale,Q110316855,,[],Sarah Teale,Sarah Teale,Sarah Teale,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Sarah Teale,Sarah Teale,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9999999403953552,0.9999999403953552,0.9999999403953552,nllb,id,id,id,Sarah_Teale
entity,gl,"Saranac_Lake,_New_York","Saranac Lake, New York",,,[],"Lago Saranac, Nova York",Saranac LakeCity in New York USA,"Lago Saranac, Nova York",0.9,0.0,1.0,0.0,0.0,1.0,0.0,"Lago Saranac, Nova York","Lago Saranac, Nova York",mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9634661078453064,,0.9634661078453064,nllb,pl,en,pl,"Lago_Saranac,_Nova_York"
entity,gl,Sarawak,Sarawak,Q170462,,[],Sarawak,Sarawakmalaysia. kgm,Sarawak,0.9,0.0,1.0,0.0,0.0,1.0,0.0,Sarawak,Sarawak,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,,1.0,nllb,pl,en,pl,Sarawak
entity,gl,Sardar_Ayaz_Sadiq,Sardar Ayaz Sadiq,,,[],Sardar Ayaz Sadiq,Sardar Ayaz Sadiq,Sardar Ayaz Sadiq,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Sardar Ayaz Sadiq,Sardar Ayaz Sadiq,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,1.0,1.0,nllb,fr,fr,fr,Sardar_Ayaz_Sadiq
entity,gl,Saskatchewan,Saskatchewan,Q1989,,[],Saskatchewan,SaskatchewanRegion/ state in Canada,Saskatchewan,0.9,0.0,1.0,0.0,0.0,1.0,0.0,Saskatchewan,Saskatchewan,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,,1.0,nllb,pl,en,pl,Saskatchewan
entity,gl,Sauli_Niinistö,Sauli Niinistö,Q29207,,[],Sauli Niinistö,Salsa de soia,Sauli Niinistö,0.9,0.2963,1.0,0.2963,0.0,1.0,0.0,Sauli Niinistö,Sauli Niinistö,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0000001192092896,0.4914460182189941,1.0000001192092896,nllb,fi,fr,fi,Sauli_Niinistö
entity,gl,Sausage,Sausage,Q131419,,[],Salchicha,Salchicha,Salchicha,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Salchicha,Salchicha,mt_vote,2026-03-05T13:56:14,,,,,en,en,en,Salchicha
entity,gl,"Schenectady,_New_York","Schenectady, New York",,,[],"Schenectady, Nova York",SchenectadyCity in New York USA,"Schenectady, Nova York",0.9,0.6792,1.0,0.6792,0.0,1.0,0.0,"Schenectady, Nova York","Schenectady, Nova York",mt_vote,2026-03-05T13:56:15,,,,,en,en,en,"Schenectady,_Nova_York"
entity,gl,Schiphol_Group,Schiphol Group,,,[],Grupo Schiphol,Grupo Schiphol,Schiphol Group,0.9,1.0,0.0,0.0,1.0,0.0,0.0,Grupo Schiphol,Grupo Schiphol,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.974703311920166,0.974703311920166,,nllb,sl,sl,en,Grupo_Schiphol
entity,gl,School of Business and Social Sciences at the Aarhus University,School of Business and Social Sciences at the Aarhus University,,,[],Escola de Empresas e Ciencias Sociais da Universidade de Aarhus,Facultade de Ciencias Económicas e Empresariais da Universidade de Santiago de Compostela.,Escola de Negocios e Ciencias Sociais da Universidade de Aarhus,0.9,0.5882,0.9048,0.5359,0.0,1.0,0.0,Escola de Empresas e Ciencias Sociais da Universidade de Aarhus,Escola de Empresas e Ciencias Sociais da Universidade de Aarhus,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.923224687576294,0.6572723388671875,0.915267825126648,nllb,pt,pt,pt,Escola_de_Empresas_e_Ciencias_Sociais_da_Universidade_de_Aarhus
entity,gl,School_of_Applied_Arts_in_Stuttgart,School of Applied Arts in Stuttgart,,,[],Escola de Artes Aplicadas de Stuttgart,Escola de Artes Aplicadas en Stuttgart,Escola de Artes Aplicadas de Stuttgart,0.9,0.9737,1.0,0.9737,1.0,1.0,1.0,Escola de Artes Aplicadas de Stuttgart,Escola de Artes Aplicadas de Stuttgart,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9382947087287904,0.927526831626892,0.9382947087287904,nllb,es,es,es,Escola_de_Artes_Aplicadas_de_Stuttgart
entity,gl,Scot_Gemmill,Scot Gemmill,Q1320117,,[],Scot Gemmill,Scot Gemmill,Scot Gemmill,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Scot Gemmill,Scot Gemmill,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,mt,mt,mt,Scot_Gemmill
entity,gl,Scotland,Scotland,Q22,,[],Escocia,Escociagreat- britain_ counties. kgm,Escocia,0.9,0.3256,1.0,0.3256,0.0,1.0,0.0,Escocia,Escocia,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9616060256958008,0.7017697095870972,0.9616060256958008,nllb,es,es,es,Escocia
entity,gl,Scotland_national_under-19_football_team,Scotland national under-19 football team,Q4140015,,[],Selección de fútbol sub-19 de Escocia,Selección de fútbol de Escocia Sub-19,Selección nacional de fútbol sub-19 de Escocia,0.9,0.8108,0.8916,0.7229,0.0,0.0,0.0,Selección nacional de fútbol sub-19 de Escocia,Selección nacional de fútbol sub-19 de Escocia,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9364323019981384,0.9360200762748718,0.9367078542709352,salamandra,gl,gl,es,Selección_nacional_de_fútbol_sub-19_de_Escocia
entity,gl,Scotland_national_under-21_football_team,Scotland national under-21 football team,Q1812121,,[],Selección de fútbol sub-21 de Escocia,Selección de fútbol de Escocia Sub-21,Selección nacional de fútbol sub-21 de Escocia,0.9,0.8108,0.8916,0.7229,0.0,0.0,0.0,Selección nacional de fútbol sub-21 de Escocia,Selección nacional de fútbol sub-21 de Escocia,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9281083345413208,0.9264905452728271,0.9285466074943542,salamandra,gl,gl,es,Selección_nacional_de_fútbol_sub-21_de_Escocia
entity,gl,Scott_Adsit,Scott Adsit,Q3952813,,[],Scott Adsit,Scott Adsit,Scott Adsit,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Scott Adsit,Scott Adsit,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,1.0,1.0,nllb,sv,sv,sv,Scott_Adsit
entity,gl,Seat_of_local_government,Seat of local government,,,[],Sede do goberno local,Sede do goberno local,Sede do goberno local,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Sede do goberno local,Sede do goberno local,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.8505728244781494,0.8505728244781494,0.8505728244781494,nllb,pt,pt,pt,Sede_do_goberno_local
entity,gl,Seattle,Seattle,Q5083,,[],Seattle,Seattleusa. kgm,Seattle,0.9,0.6364,1.0,0.6364,0.0,1.0,0.0,Seattle,Seattle,mt_vote,2026-03-05T13:56:26,,,,,en,en,en,Seattle
entity,gl,Second_Battle_of_Rappahannock_Station,Second Battle of Rappahannock Station,Q526697,,[],Segunda batalla da estación de Rappahannock,Segunda batalla da estación de Rappahannock,Segunda batalla de Rappahannock Station,0.9,1.0,0.7561,0.7561,1.0,0.0,0.0,Segunda batalla da estación de Rappahannock,Segunda batalla da estación de Rappahannock,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9406517148017884,0.9406517148017884,0.954814910888672,nllb,gl,gl,es,Segunda_batalla_da_estación_de_Rappahannock
entity,gl,Secretary_of_State_of_Vermont,Secretary of State of Vermont,Q7444389,,[],Secretario de Estado de Vermont,Secretario de Estado de Vermont,Secretaria de Estado de Vermont,0.9,1.0,0.9677,0.9677,1.0,1.0,1.0,Secretaria de Estado de Vermont,Secretaria de Estado de Vermont,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9469683766365052,0.9469683766365052,0.9476757049560548,salamandra,es,es,pt,Secretaria_de_Estado_de_Vermont
entity,gl,Sedan_(automobile),Sedan (automobile),,,[],Limousine (automóbil),Sedán (automóbil),Sedan (automóbil),0.9,0.7368,0.7368,0.9412,0.0,0.0,1.0,Sedan (automóbil),Sedan (automóbil),mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.7400811910629272,0.8589212894439697,0.9523625373840332,salamandra,pl,hu,pl,Sedan_(automóbil)
entity,gl,Seminary_Ridge,Seminary Ridge,Q49696779,,[],Seminario Ridge,Seminary RidgeCity in Utah USA,Seminary Ridge,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Seminario Ridge,Seminario Ridge,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.8802125453948975,,,nllb,it,en,en,Seminario_Ridge
entity,gl,Senate_(Netherlands),Senate (Netherlands),,,[],Senado (Países Baixos),Senado (Países Baixos),Senado (Países Baixos),0.9,1.0,1.0,1.0,1.0,1.0,1.0,Senado (Países Baixos),Senado (Países Baixos),mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9164202213287354,0.9164202213287354,0.9164202213287354,nllb,pt,pt,pt,Senado_(Países_Baixos)
entity,gl,Serbia,Serbia,Q403,,[],Serbia,Serbiaworld. kgm,Serbia,0.9,0.5455,1.0,0.5455,0.0,1.0,0.0,Serbia,Serbia,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,0.7635721564292908,1.0,nllb,de,de,de,Serbia
entity,gl,Sergey_Belyavsky,Sergey Belyavsky,Q11821,,[],Serxei Belyavsky,Sergey Belyavsky,Sergey Belyavsky,0.9,0.875,0.875,1.0,0.0,0.0,1.0,Sergey Belyavsky,Sergey Belyavsky,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9234650135040284,0.9999998807907104,0.9999998807907104,madlad,nn,sv,sv,Sergey_Belyavsky
entity,gl,Sergey_Naryshkin,Sergey Naryshkin,,,[],Serxei Naryshkin,Sergey Naryshkin,Sergey Naryshkin,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Serxei Naryshkin,Serxei Naryshkin,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9128740429878236,,,nllb,de,en,en,Serxei_Naryshkin
entity,gl,Sergey_Rodionov,Sergey Rodionov,Q1454189,,[],Serxei Rodionov,Sergey Rodionov,Sergey Rodionov,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Serxei Rodionov,Serxei Rodionov,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9258544445037842,,,nllb,de,en,en,Serxei_Rodionov
entity,gl,Sergey_Sobyanin,Sergey Sobyanin,Q319497,,[],Serxei Sobyanin,Sergey Sobyanin,Sergey Sobyanin,0.9,0.8667,0.8667,1.0,0.0,0.0,1.0,Sergey Sobyanin,Sergey Sobyanin,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.8637973070144653,1.000000238418579,1.000000238418579,madlad,id,id,id,Sergey_Sobyanin
entity,gl,Sergio_Marchionne,Sergio Marchionne,Q1229223,,[],Sergio Marchionne,Sergio Marchionne,Sergio Marchionne,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Sergio Marchionne,Sergio Marchionne,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,1.0,1.0,nllb,fr,fr,fr,Sergio_Marchionne
entity,gl,Sergio_Mattarella,Sergio Mattarella,Q3956186,,[],Sergio Mattarella,Sergio Mattarella,Sergio Mattarella,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Sergio Mattarella,Sergio Mattarella,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,1.0,1.0,nllb,it,it,it,Sergio_Mattarella
entity,gl,Serie_A,Serie A,Q15804,,[],Serie A,Serie A,Serie A,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Serie A,Serie A,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.000000238418579,1.000000238418579,1.000000238418579,nllb,de,de,de,Serie_A
entity,gl,Serie_B,Serie B,Q194052,,[],Serie B,Serie B,Serie B,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Serie B,Serie B,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,1.0,1.0,nllb,ro,ro,ro,Serie_B
entity,gl,Serie_D,Serie D,Q1141778,,[],Serie D,Serie D,Serie D,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Serie D,Serie D,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,ro,ro,ro,Serie_D
entity,gl,Sesame_oil,Sesame oil,,,[],Aceite de sésamo,Aceite de sésamo,Aceite de sésamo,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Aceite de sésamo,Aceite de sésamo,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9148850440979004,0.9148850440979004,0.9148850440979004,nllb,fr,fr,fr,Aceite_de_sésamo
entity,gl,Shabab_Al-Ordon_Club,Shabab Al-Ordon Club,Q3174223,,[],Club Shabab Al-Ordon,Shabab Al-Ordon Club,Club Shabab Al-Ordon,0.9,0.75,1.0,0.75,0.0,1.0,0.0,Club Shabab Al-Ordon,Club Shabab Al-Ordon,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9558424949645996,0.9999999403953552,0.9558424949645996,nllb,et,et,et,Club_Shabab_Al-Ordon
entity,gl,Shanachie_Records,Shanachie Records,Q1503081,,[],Shanachie Records,Shanachie Records,Shanachie Records,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Shanachie Records,Shanachie Records,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,de,de,de,Shanachie_Records
entity,gl,Shehbaz_Sharif,Shehbaz Sharif,Q2096387,,[],Shehbaz Sharif,Shehbaz Sharif,Shehbaz Sharif,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Shehbaz Sharif,Shehbaz Sharif,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,1.0,1.0,nllb,hu,hu,hu,Shehbaz_Sharif
entity,gl,Sheikh_Russel_KC,Sheikh Russel KC,Q4132655,,[],Xeque Russell KC,Sheikh Russel KC,Sheikh Russel KC,0.9,0.0,0.0,1.0,0.0,0.0,1.0,Sheikh Russel KC,Sheikh Russel KC,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,,1.0,1.0,madlad,en,nl,nl,Sheikh_Russel_KC
entity,gl,Sheldon_Moldoff,Sheldon Moldoff,Q1372500,,[],Sheldon Moldoff,Sheldon Moldoff,Sheldon Moldoff,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Sheldon Moldoff,Sheldon Moldoff,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,vo,vo,vo,Sheldon_Moldoff
entity,gl,Shenzhou_10,Shenzhou 10,Q1850788,,[],Shenzhou 10,Shenzhou 10,Shenzhou 10,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Shenzhou 10,Shenzhou 10,mt_vote,2026-03-05T13:56:55,,,,,en,en,en,Shenzhou_10
entity,gl,Shenzhou_6,Shenzhou 6,Q331310,,[],Shenzhou 6,Shenzhou 6,Shenzhou 6,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Shenzhou 6,Shenzhou 6,mt_vote,2026-03-05T13:56:56,,,,,en,en,en,Shenzhou_6
entity,gl,Shiitake,Shiitake,Q17159270,,[],Shiitake,Shiitake,Shiitake,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Shiitake,Shiitake,mt_vote,2026-03-05T13:56:56,,,,,en,en,en,Shiitake
entity,gl,Shinzō_Abe,Shinzō Abe,Q132345,,[],Shinzō Abe,Shinzō Abe,Shinzo Abe,0.9,1.0,0.9,0.9,1.0,1.0,1.0,Shinzō Abe,Shinzō Abe,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,1.0,0.994815468788147,nllb,ta,ta,it,Shinzō_Abe
entity,gl,"Shirley,_Derbyshire","Shirley, Derbyshire",,,[],"Shirley, Derbyshire","Shirley, Derbyshiregreat- britain_ counties. kgm","Shirley, Derbyshire",0.9,0.5672,1.0,0.5672,0.0,1.0,0.0,"Shirley, Derbyshire","Shirley, Derbyshire",mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,0.848282516002655,1.0,nllb,de,de,de,"Shirley,_Derbyshire"
entity,gl,Shortcrust_pastry,Shortcrust pastry,Q1959325,,[],Pastelería de corteza curta,Pastel de masa curta,Masa de follado,0.9,0.7234,0.4286,0.3429,0.0,0.0,0.0,Pastel de masa curta,Pastel de masa curta,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.8093289136886597,0.8163513541221619,0.6435000896453857,madlad,es,es,es,Pastel_de_masa_curta
entity,gl,Shrimp,Shrimp,Q23811282,,[],Camaróns,Camarón,Camarón,0.9,0.9333,0.9333,1.0,1.0,1.0,1.0,Camaróns,Camaróns,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.8100730180740356,0.787822425365448,0.787822425365448,nllb,es,es,es,Camaróns
entity,gl,Shumai,Shumai,Q2901547,,[],Shumai,Shumai,Shumai,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Shumai,Shumai,mt_vote,2026-03-05T13:57:06,,,,,en,en,en,Shumai
entity,gl,Shuvalan,Shuvalan,Q1284340,,[],Shuvalan,Shuvalanstar name,Shuvalan,0.9,0.64,1.0,0.64,0.0,1.0,0.0,Shuvalan,Shuvalan,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.9999999403953552,0.8292022943496704,0.9999999403953552,nllb,fi,sv,fi,Shuvalan
entity,gl,Sidcup,Sidcup,Q146705,,[],Sidcup,Sidcup,Sidcup,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Sidcup,Sidcup,mt_vote,2026-03-05T13:57:08,,,,,en,en,en,Sidcup
entity,gl,Siege_of_Petersburg,Siege of Petersburg,Q815195,,[],Asedio de Petersburgo,Sitio de Petersburgusa. kgm,Cerco de Petersburgo,0.9,0.7083,0.8293,0.6383,0.0,0.0,0.0,Asedio de Petersburgo,Asedio de Petersburgo,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,0.8896706104278564,0.6744871139526367,0.8161247372627258,nllb,es,es,es,Asedio_de_Petersburgo
entity,gl,Silvano_Aureoles_Conejo,Silvano Aureoles Conejo,Q7515707,,[],Silvano Aureoles Conejo,Silvano Aureoles Conejo,Silvano Aureoles Conejo,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Silvano Aureoles Conejo,Silvano Aureoles Conejo,mt_vote_revoted_gte_langfilter,2026-03-09T10:18:02,1.0,1.0,1.0,nllb,es,es,es,Silvano_Aureoles_Conejo
